0,Martes,6.069145410412524,86.3070916034578,-771,6,0.36833444544223115,2.0,CO,True,prgjuomdemwtfrbgimgucflknce gwbpmuh piii tmmgcuwmazk i,2.0,-28.667811848323996,False
1,Viernes,29.845337286943717,76.21058227567882,-246,3,0.9262774542072622,2.0,JP,False,kpxloguyphwrzgyqldmdwqirsfpidedgmbihdpdxijtqaejfhyubxprebfrlozsehemolewifupnjorwcggsszhmrmy rxdb,2.0,-3.912043258274611,False
2,Jueves,7.845901415861639,91.37453184083154,108,6,0.7792504529308473,2.0,CO,False,vj nqxketbpntjtbqpncgzufpzxkva ebxkmxqsrthyqybfp,2.0,-21.499117479985138,False
3,Lunes,15.883913406129164,21.331261536765055,496,0,0.9977569872254521,1.0,EN,False,vwcpkpdisq olrhtcnrucwxwvo stldxnozkasvlbboghguspjirbqnjmmhseiohc tpfiei kcalvb rggzvexuwd,2.0,-22.79585199529647,False
4,Martes,18.105587348472614,64.66871688494365,76,9,0.6659095016475745,0.0,EN,True,vqqjucvvrdjgrqcqocmsgmyytpxyimayfeaujocy wz qmvojhycmbuignayargjcllnofcccdgm qb,2.0,-24.266724281237874,False
5,Lunes,41.05104814920513,52.149818517596024,-422,9,0.9470675145367734,0.0,DE,True,pbajs,2.0,-7.871804909191514,False
6,Miércoles,37.08174106132662,64.68401590507577,219,3,0.9577027927316804,1.0,BR,False,yqfamm pupvjknjygzdzd,2.0,-27.83215897091083,False
7,Miércoles,6.778145701264693,43.569361467406644,-531,6,0.9720759516939143,5.0,JP,False,cugvmywctamjbfdkgwmaggvchyepvoujcfazojvvrawvpmhfodzgyhshzwxdyjw meiqxqmskldaqinvnjne uwarc scwv,2.0,-29.387025650180604,False
8,Viernes,32.46615974778771,73.26703011004105,-235,3,0.8859474611679717,5.0,DE,False,kpzwqpoqxpxgacffuhon yrhxksazpzmdbnqjkhpxmsibagxepaoolxxzzqdtnqlntarjlpeqo  brzvwbfc,2.0,-18.230520735226754,False
9,Lunes,40.138753596977175,27.95026329798509,302,1,0.0661258108935977,4.0,DE,False,hhgiebagscfoxsoyhqkwpexrkwnjtgsc teligezgtuhdue  qepliqcdpypzbymumzljxdftzykqtpmisgjfaomthn,2.0,-16.651951627607758,False
10,Jueves,9.814083895480918,60.280517138489046,-488,8,0.238737696789452,4.0,GR,True,eukhuh vftjnczg jrjdavhobnxb rbebt pvqvrxtga aaceqs zhvbbolqoocndkgvlqosdxw ay qv tdxi,2.0,-3.0497043004828983,False
11,Lunes,16.259834998179407,56.718023460091395,664,5,0.5387266383174434,0.0,GR,False,waegzmpuqmnbnpdczmwseiexjyffgjzyhvqqrymesfgfbyciu,2.0,-28.944482468806704,False
12,Jueves,40.8543084739634,18.332990565312045,371,3,0.42329282184822203,5.0,CA,False,wvibsgfbcfy nnrwy fvp gkvkho beljpzigtacgf rmtgoxetj hqezgursxmreq kdhmtygcb,2.0,-0.18864282511587338,False
13,Martes,30.555770206745255,64.5079778304423,542,2,0.5426028391876055,3.0,US,False,bgluxkmifdjcprpcccmfaomfpxfmmsbopq yaetpczuhsxali rfgddtstpkhmnbhqhrvydjrfxgb mtdhbecmpvze,2.0,-26.70100489967716,False
14,Lunes,46.82546630701906,84.21235875625945,-50,1,0.14926397756617427,2.0,CA,False,qkswgpnoprrgtdnidirzkdcueofnuuhunuw,2.0,-8.03007136963577,False
15,Jueves,39.996205167214335,64.36195161583491,-37,7,0.983384626601574,2.0,JP,False,eubppgarcpwhu xpzk snxbdgmhksaggbjqlt ehmdgzdjofbcygbwqtatnypblfxpfme nvpqcotqurvpexh,2.0,-19.44137168321926,False
16,Lunes,46.01455968278243,22.832279971661805,862,3,0.9672612063703504,5.0,JP,True,hpslcilxnfcmmhdfjektraswpehdxmzxscl,2.0,-13.96002801060644,False
17,Martes,4.174867954650874,76.83261197408174,869,4,0.9351109040630913,0.0,JP,False,ojfuf,2.0,-22.476311170545554,False
18,Miércoles,1.8065138932210512,65.70934492984705,-720,10,0.15420725423541604,5.0,CH,False,iflittqnpmbjipsotueyqjrefulhnlyvqqil xkpqmarataebgincvrjzrrtpj mqkhcqeszvbvpaqlfpejveumyqmjxpaz,2.0,-27.264416674000312,False
19,Viernes,20.693864550765838,36.25736783023994,678,3,0.23915241934353404,2.0,PT,True,gwyozegjeyhtxdgabuovzlsopc ,2.0,-20.100725853952135,False
20,Miércoles,43.03504734820003,42.409021187470096,730,5,0.9236731521796311,0.0,CA,False,ligznpu rnpomfhuhiewblknntgjvvkhalvlspxzhwphkvkrseyevdlwrxsviyvun,2.0,-24.69345719830016,False
21,Miércoles,11.56431521808789,42.02903217987534,-657,7,0.2230634406552482,0.0,EN,False, sxlkapmrwtvvivzahejhhhbhrixtgyrlcnrgh g,2.0,-9.612056614857869,False
22,Viernes,45.285617054328775,65.80407014253477,69,4,0.586940189314929,2.0,CO,True,sdfclr  uwqaahgyjyqhi cmtxzsspragshyitjpsacgteckqzyhnfvdx ,2.0,-12.5503674710686,False
23,Martes,35.94875515490566,60.04708794959514,-352,3,0.964919808391911,5.0,ES,False,klpsfpnxpwlzokvinvuwetiodqwbpq tyilwey hcno,2.0,-3.2089301705565356,False
24,Lunes,24.738864367872388,52.77517464752599,-277,6,0.3035089466893456,4.0,PT,True,eiikwvuzvldohihqjvpyrpyri mimwnexkgyhz,2.0,-20.35825248140499,False
25,Jueves,19.04097826135407,74.06487668473277,-563,1,0.793821016449703,0.0,CH,True,flwrlowycpbndwoyhw qloqrvmkp avxs,2.0,-23.19281576138266,False
26,Viernes,47.04386167111521,85.5074115000834,641,1,0.42153092308221585,0.0,IN,False,bsglwnolyxsvnfehnnkwruxmnknh w kcydmprseuls duybregdwgdfrluvzdbebqcrbkkpwcmcc ,2.0,-7.586732318704308,False
27,Lunes,26.33361691879101,91.25093946585876,-177,5,0.6439988629971656,3.0,EN,False,ywnjxltytnaumrniolwntksfwclgoryl,2.0,-12.086079782697297,False
28,Miércoles,31.01258285684616,88.97540313720907,526,0,0.40331140695990775,0.0,US,False, kyvvjpmnsqatjsfdcsayuglhdgatdchyoaezszncunwqmzwurdnuvzcgwkhevavwb qmlh,2.0,-22.7933455291001,False
29,Lunes,7.072353956285121,31.273170943241844,-306,3,0.07241655713126283,3.0,CA,False, fecxneuxixrhpnwxftvfwmvjgjqfgcx ug,2.0,-13.690225851066453,False
30,Martes,33.9307626692522,63.328005213798576,535,0,0.8892244010248648,2.0,JP,True,bjuuhkoqxgnyictvfcubfchywbsdvucfpuurctscquaxkwxfgjoyfhjpfilmntnxwiu,2.0,-23.723640078117093,False
31,Jueves,38.22675135376959,94.36069896692818,358,10,0.8645007450561232,0.0,IT,False,cyiypxfozmfwhkm qrofkofcvscvnzpljoehkzbishjxqn,2.0,-16.96210287670914,False
32,Lunes,38.58787011411099,79.27138371500307,639,5,0.9138578304801478,0.0,FR,True,thpvthhvehlchruxggjepiwumciimdprvaixjumfyvbftwb mwaikkpdyekxpqceowk qg fibfuzszoyptzlellwssooeco,2.0,-20.739254938087626,False
33,Lunes,1.990169356896354,97.55603236010798,727,10,0.7091320277801876,2.0,US,True,rmehhlq tchavqapfrypwgojdbgd,2.0,-1.6794674352667582,False
34,Miércoles,8.035281795961202,86.81170495727648,153,1,0.28955514539715554,1.0,BR,False,xogvbidyf pycshugtmu xeyytfayawlnpoqm,2.0,-4.553871756410427,False
35,Miércoles,40.425661287238476,64.60312653509904,139,9,0.9254824449516507,0.0,PT,True,kzntswdjjwmpgmbmjpvnecjctgxjewdgwjoaruapqqsrvpgsnwjwhsp zfwbqpxnlwjkkglqxquwrvlfwgprtbvtvyhpe,2.0,-13.117212502274565,False
36,Jueves,2.4091227932750203,76.76092988128336,92,10,0.25108915622022554,3.0,AR,False, hdbonyox  flrqljaffqbhfohxvuyei vqxbebkbexta,2.0,-17.468510047101315,False
37,Martes,17.9390868135711,11.119914397224672,62,0,0.6596222601737797,3.0,DE,False,ptympqetyirzvvtwrscgkawqdfxr wzzcfdfbvunsqljh szvyctltboakigcwoswc nndkgmxhnzdmp,2.0,-25.38991281222974,False
38,Martes,9.564168927412092,33.0556993719381,-669,9,0.8125271802315561,2.0,CA,False,xgmshbrvwaekjq fyfpmohgaxsh,2.0,-3.5465754518327506,False
39,Martes,6.5702289440456525,89.67773668972123,-594,4,0.9329084938677699,5.0,EN,True,edsslnolunjpsoegvdxy tljqykdjhsih,2.0,-14.127298222595195,False
40,Jueves,2.348736751301006,79.35630945329031,-237,6,0.3815920704903397,3.0,CA,False,zsksqpbtdcauifzhccdtpkmaukermigaotl ghshsypwnpvessyzp ydijdglpwpjlwziomhpjsrmtyulbcoev,2.0,-24.425858504894624,False
41,Miércoles,20.04027970555421,30.578272000067162,640,10,0.15615453792840495,3.0,GR,True,bhcjw,2.0,-10.24379753177341,False
42,Miércoles,19.28336929924153,25.19279133606316,-8,1,0.3360673121572123,5.0,AR,True,xobzhzhmcljpyzrjwptzvnkklobutjeolsxftnxklcbs fjunp tvsdhek stzdaquf,2.0,-1.0244322208268897,False
43,Martes,1.1757556166622385,37.80996919204371,321,6,0.5513744275336454,1.0,AU,False,qfxwh qlmcio,2.0,-24.365870600599234,False
44,Viernes,20.929087796497768,54.71172370426384,-345,6,0.2914082926137005,0.0,JP,True,edwskacuomjmiefzigaktmdxflqpybnblkhiijgukbukysl vhdgn,2.0,-2.9302131336080963,False
45,Martes,42.45137403568628,32.50012691749018,-195,0,0.5783351428837928,0.0,CA,True,owvf dxypf zswxyxbrfoatiatnlhvhegaelhznrrwzxujvukxdjro,2.0,-23.12166960589801,False
46,Martes,46.76943181329437,83.37113303952052,-546,9,0.870087474694362,1.0,ES,False,cjqihvsbplkqxtamzkfcshfpvr,2.0,-5.041803371268633,False
47,Jueves,4.2788951886273905,31.093300113270928,849,9,0.8355748729898593,1.0,IT,True,xsknr z wfclfg ,2.0,-11.549408304442743,False
48,Viernes,1.1391743116018316,58.38838235139109,388,9,0.08333754212042466,2.0,AR,False,vj pawotkl qktpqvzahq,2.0,-12.429350430508311,False
